-2.225961	-0.908205	-1.638581	-1.283463	0.803801	1.299453	0.836564	1.527107	5090.433888
-2.396044	-0.958591	-1.669629	-1.316441	0.814738	1.261376	0.897074	1.423825	2226.117486
-2.225899	-1.006962	-1.547919	-1.332638	0.985854	1.108968	0.806155	1.539191	1939.972211
-2.308349	-1.034510	-1.553343	-1.269803	0.990968	1.148462	0.767408	1.423336	192.586517
-2.205693	-0.902605	-1.685235	-1.254367	0.900986	1.173981	0.758810	1.461476	6290.524029
-2.375456	-1.092055	-1.637327	-1.346983	0.809978	1.210027	0.709486	1.467064	2928.986687
-2.305351	-0.981680	-1.530253	-1.332910	0.958882	1.283073	0.893221	1.470219	605.577139
-2.232255	-1.071413	-1.585016	-1.370775	0.845940	1.294449	0.719050	1.471753	733.049222
-2.346751	-0.967767	-1.655844	-1.229039	0.918700	1.201447	0.855131	1.580497	208.124402
-2.367294	-1.041197	-1.500569	-1.251993	0.909354	1.110369	0.740676	1.407463	124.563172
-2.281068	-0.935275	-1.680660	-1.264355	0.909832	1.271750	0.755286	1.481794	1234.415206
-2.293296	-0.967875	-1.671366	-1.337234	0.935964	1.165393	0.898171	1.457663	2767.647801
-2.268250	-0.965963	-1.678759	-1.359625	0.946635	1.226379	0.817142	1.570824	2985.094461
-2.315155	-1.029978	-1.684688	-1.232555	0.961604	1.137301	0.744673	1.516362	141.441629
-2.206994	-0.943463	-1.592293	-1.382875	0.816002	1.143667	0.831129	1.425272	39339.890171
-2.220210	-0.923383	-1.508712	-1.255901	0.946262	1.293383	0.753613	1.414508	1587.955448
-2.341682	-1.076672	-1.604859	-1.272882	0.906145	1.116389	0.833078	1.545748	20.096376
-2.399741	-0.978363	-1.607253	-1.208495	0.968286	1.263718	0.769713	1.474803	265.234430
-2.273062	-0.998160	-1.622202	-1.351903	0.812100	1.147695	0.848161	1.400753	5802.616819
-2.330675	-1.036665	-1.584749	-1.209053	0.830950	1.229299	0.718578	1.476618	77.614340
