-2.325596	-0.968196	-1.621345	-1.344777	0.946432	1.245209	0.858599	1.546315	1852.025654
-2.277764	-0.938971	-1.580302	-1.362099	0.852562	1.176183	0.881171	1.434673	13545.470765
-2.213059	-1.094955	-1.543366	-1.342147	0.855843	1.138992	0.837336	1.570751	114.853597
-2.223395	-0.901276	-1.521907	-1.231465	0.930108	1.195729	0.766974	1.504266	3543.874747
-2.265933	-0.901883	-1.599077	-1.216131	0.849712	1.222149	0.807671	1.592288	2007.719765
-2.376852	-0.915686	-1.658320	-1.274853	0.828959	1.120140	0.715543	1.519610	15753.703802
-2.245432	-0.972597	-1.580956	-1.280862	0.946779	1.211346	0.829302	1.575364	1034.720180
-2.242944	-0.970832	-1.623735	-1.335585	0.835543	1.135264	0.838201	1.465417	7260.276764
-2.360535	-0.925160	-1.512038	-1.292764	0.991388	1.202307	0.799611	1.492443	3384.371640
-2.220672	-0.969524	-1.683781	-1.311899	0.995825	1.272570	0.773944	1.508772	966.714374
-2.307277	-0.947023	-1.663601	-1.355339	0.942972	1.206690	0.701469	1.595129	4786.338514
-2.289202	-0.941955	-1.645685	-1.301531	0.863010	1.180972	0.712527	1.557337	6110.441431
-2.367357	-1.035664	-1.591378	-1.384850	0.826146	1.287089	0.746730	1.422545	1928.770225
-2.226621	-0.962812	-1.545848	-1.265244	0.821467	1.287781	0.892595	1.474660	420.941305
-2.208324	-0.995327	-1.673595	-1.279038	0.918731	1.203102	0.814645	1.445325	659.281971
-2.253339	-1.012698	-1.603520	-1.258333	0.987947	1.184440	0.770455	1.597699	366.296794
-2.353160	-1.004238	-1.545679	-1.396688	0.822201	1.110424	0.741370	1.571439	56311.916068
-2.292372	-1.043761	-1.585287	-1.399500	0.883915	1.176621	0.853732	1.458639	8901.793091
-2.227672	-1.022719	-1.568604	-1.261241	0.907917	1.261417	0.845060	1.594753	81.184151
-2.282382	-0.996950	-1.619722	-1.258106	0.837014	1.293485	0.700573	1.568031	526.638198
-2.313251	-0.991695	-1.698685	-1.342785	0.811122	1.103556	0.799950	1.588498	14898.827790
-2.293266	-0.966297	-1.559273	-1.386543	0.804946	1.254669	0.812693	1.511003	9598.954380
-2.217165	-1.060899	-1.615009	-1.321009	0.972316	1.244848	0.885939	1.519505	85.275132
-2.300782	-0.967732	-1.671950	-1.217400	0.829167	1.186180	0.869400	1.442470	119.591173
-2.258478	-1.018348	-1.558001	-1.378390	0.905797	1.155966	0.750857	1.527126	7365.239149
-2.310290	-1.011117	-1.507929	-1.316483	0.898595	1.195244	0.896355	1.577668	275.953452
-2.226518	-1.005411	-1.658805	-1.203481	0.820764	1.163331	0.787069	1.460277	71.101687
-2.384898	-1.037910	-1.597740	-1.384552	0.935301	1.211026	0.852229	1.548939	2207.689050
-2.361233	-1.001354	-1.563660	-1.286247	0.888490	1.130994	0.717621	1.408447	1885.488855
-2.222505	-0.995882	-1.564972	-1.220532	0.828010	1.180632	0.791266	1.562559	153.605958
-2.363932	-0.947028	-1.677074	-1.289005	0.848504	1.227966	0.820085	1.581163	2397.666131
-2.299029	-0.998842	-1.642252	-1.250381	0.996335	1.253700	0.764691	1.433961	416.941298
-2.209705	-1.000155	-1.532231	-1.221652	0.923368	1.226808	0.716591	1.413254	325.844825
-2.297979	-1.089936	-1.555965	-1.205717	0.960009	1.161667	0.832735	1.573486	1.252785
-2.334780	-0.954700	-1.590503	-1.286618	0.920879	1.264435	0.803545	1.496163	1172.651686
-2.367144	-1.015445	-1.582500	-1.375575	0.827849	1.177062	0.707089	1.597798	10687.688768
-2.327634	-1.021755	-1.673798	-1.309255	0.896482	1.119869	0.845637	1.463556	417.819467
-2.364459	-1.012209	-1.600463	-1.311954	0.965812	1.218159	0.771512	1.495209	924.537622
-2.378451	-1.058149	-1.642114	-1.264466	0.911647	1.154351	0.757190	1.477022	97.450889
-2.361526	-1.089092	-1.628346	-1.205488	0.806422	1.216260	0.885176	1.580260	0.730232
-2.368435	-0.914145	-1.637274	-1.322389	0.902208	1.122341	0.818909	1.598209	16692.815680
-2.299350	-0.919205	-1.665439	-1.302269	0.959446	1.174966	0.862149	1.571449	4956.880910
-2.204831	-0.963287	-1.548288	-1.240450	0.979665	1.257067	0.703283	1.574570	883.305661
-2.233962	-1.037401	-1.511549	-1.388491	0.885425	1.149484	0.881052	1.575016	3224.536986
